,Datetime,Tweet ID,Tweet text
18,2021-05-01 14:51:51+00:00,1388506458568990722,"@Delores64541146 @Dozzle101 @crassbstard @_SJPeace_ He sees that single (probably subconscious act) as blaming a single drop of rain for the damage caused by a flood.

""Why are people making a big deal about it?""
""They're crying wolf""

He's missing the idea that billions of raindrops all falling at the same time is devastating"
19,2021-05-01 14:51:32+00:00,1388506376780009472,@Zoria73812404 Happy May to you Zoria !!
20,2021-05-01 14:51:23+00:00,1388506342084677639,GO FLOOD ZIA REPLY LOL https://t.co/v3PCMdUe05
21,2021-05-01 14:51:12+00:00,1388506294672400391,Thovhele Nethengwe and his delegation of Chiefs from Neighboring villages have joined us to congratulate the Bashasha 16 Flood Victims on their new home #bashashafloodvictims #onbrickatatime https://t.co/bdcZgGeCDD
22,2021-05-01 14:50:57+00:00,1388506232500068368,"@Drew__Barnes I used to be proud of Albertans’ stubborn ability to take care of each other through anything. We would drive tankers of gas through wildfire to help stranded people, bail each other out of floods - but now we can’t wear a mask or stay home. 

Now we don’t give a shit."
23,2021-05-01 14:50:54+00:00,1388506220655349761,"@masuda_sakurai @SussedEmo @skullyozeez @IshTheBish01 @DudespostingWs Bro, stop spitting you gonna cause a flood"
24,2021-05-01 14:50:44+00:00,1388506176791490561,I know what happened to Donovan. I know everything. ⚡️⚡️⚡️ You don't know anything. OOOOOOOOOOH FLOOD IT LIKE A TIDAL WAVE
25,2021-05-01 14:50:31+00:00,1388506120919175168,No one cares but here’sa picture of batman#HappyBirthdayCharliDAmelio https://t.co/w7vEFVD35e
26,2021-05-01 14:50:25+00:00,1388506099234508802,"#fogbow #rainbow #doublerainbow #Arcus #orage #orages #thunderstorm #thunderstorms #inondation #inondations #flood #floods #grêle #hail #tornade #tornades #tornado #tornadoes #earthquake #earthquakes 

‼️Deadly hurricane hits Chinese city of Nantong‼️ https://t.co/LGW1xblMmc"
27,2021-05-01 14:50:19+00:00,1388506071820603399,@oXxRowanxXo @kristinresistin @New_AllyO @Hunterofcatfish @ElizabethMaiel7 @syd_gary @OceanA28105206 @bboyer_boyer @jancaru2 @CelenaMSpears @peevee55 @FurzKathy @KaylaJNuss @donhwolf @flexghost1 @ahsokatano2021 @MrGeorgeJaxson @SueBran799 @OrangeSageMIA @GrandMasterE1 @PmurtTrump @WolfWolfBlue2 @Gemini21BLM @oliwymom @hank_ering @PolarisBlurs @doxie53 @ava_unity @MichaelChrisLA @BBGreg3 @Amberdev4real @eagle1974 @Daisyr2308 @miguel90009 @notteb25 @LaurieWalters19 @DrunkenCrunker @katherineOma @ShawnLindley2 @loveshine204 @JadeBan512 @janrog7777 @EdwinRa79483935 @mem_reddog @CupcakesForYou7 @sewsharit @smlead @SandraB02388221 @dianeh2020 @Jonpitts1965 Good morning!  Flash floods here today. Looks like an inside day. 💕
28,2021-05-01 14:49:53+00:00,1388505962647101444,@WonderW97800751 A very happy Saturday my friend. I hope you have a wonderful day.
29,2021-05-01 14:49:31+00:00,1388505871433543683,"@afcstu1978 Yeah, tbf, they've done a great job. We haven't had as much bad luck with the floods this year. Last year was a shambles but it's only (only. Lol) been underwater once so far this year. Fell and D'Oliveira have done really well here. D'Oliveira is usually a walking wicket."
30,2021-05-01 14:49:07+00:00,1388505771730784258,Lake District river to have bends restored in flood prevention plan https://t.co/i06fYAbzBY
31,2021-05-01 14:49:01+00:00,1388505745965010953,"@adater During the cut, after warm ups, they seemed to flood it more than normal too. There was quite a bit of water and the ice crew was really focusing on behind the net."
32,2021-05-01 14:48:42+00:00,1388505666306838529,@_junemake @kirkbburgess his commitment to the craft is astounding.
33,2021-05-01 14:48:34+00:00,1388505632119033861,@MadMikeOfficial @MkjkimK Why? Tejas Flood IS da BluZ ..
34,2021-05-01 14:48:29+00:00,1388505610493235201,@AM77923029 My gawd I hate caturday! It floods Instagram and also I have the song stuck in my head “caturday in the park..” 🎶
35,2021-05-01 14:48:16+00:00,1388505556856446980,@aida_wat @karmaboygeorge is like a flood?
36,2021-05-01 14:48:08+00:00,1388505521406181381,This can be trird in India during floods which tgere always at some part or the other throughout the year. https://t.co/LhhhCWJjdQ
37,2021-05-01 14:47:48+00:00,1388505440242356229,@WonderW97800751 This I know !!!!!!! From this one. 😂😂😂 https://t.co/IyzaAnt2Io
38,2021-05-01 14:47:38+00:00,1388505398127300610,@binance Don’t think I’m selling my zerps or ETH
39,2021-05-01 14:47:22+00:00,1388505330447912961,"@BrendaMadeItUp Do you think he didn’t warn them? 

“And God did not spare the ancient world—except for Noah and the seven others in his family. Noah warned the world of God’s righteous judgment. So God protected Noah when he destroyed the world of ungodly people with a vast flood.” 2 Peter 2:5"
40,2021-05-01 14:47:20+00:00,1388505319488229377,@Evan_Flood @pj_young1 Tremendous student also if coaches want to see that transcript
41,2021-05-01 14:47:02+00:00,1388505245358116866,"@glenmoore30 @BBS_birds Ahem, it's *actually* a Flood Alleviation Scheme and the quarry is totally a byproduct thankyouverymuch. 

Keen to hear what you found, btw, ahead of that planning app...

Nunn's bridge repairs in progress, at ECC speed. Plenty (unofficial) paths to bypass it in the mean time."
42,2021-05-01 14:46:30+00:00,1388505111991885831,"Lol,, we see you Minister!!! #TheGovernment Super links!! Flood the market with the best #PerfectAtchar https://t.co/8lxgGZKXYC"
43,2021-05-01 14:46:26+00:00,1388505093868199942,@PupRozco @pupblu1 He brought a flood to the dinosaurs so they would become fish
44,2021-05-01 14:46:23+00:00,1388505082174525450,@renoomokri @o_orunmuyi Oga Reno where did the flood washed everyone to? Kindly serve as my bible and google this afternoon Sir. Others may also learn.
45,2021-05-01 14:46:14+00:00,1388505044144754692,@Michael66312406 We need a tsunami of truth to flood out the communists!
46,2021-05-01 14:46:10+00:00,1388505027640184832,@leonore_sacha Mhmmm Let the flood begin!
47,2021-05-01 14:46:05+00:00,1388505005037064192,"NWS Fort Worth TX issued a Flood Warning for Jack, TX. Expiring at 03:45 AM (Local)"
48,2021-05-01 14:46:02+00:00,1388504993045663747,"A flash in the pan, Flash Gordon, Grandmaster Flash, back in a flash, a flash flood, hot flashes, flashback, flash forward...soliciting other possibilities for flash puns. Why? It's Saturday. #microfiction #flashfiction #shortstory"
49,2021-05-01 14:45:54+00:00,1388504960439132162,"NWS Fort Worth TX issued a Flood Warning for Ellis, TX; Navarro, TX. Expiring at 03:45 AM (Local)"
50,2021-05-01 14:45:45+00:00,1388504921989918726,@Roscosmos360 @IntRocketLaunch @DELTA_V I didn't know there already was Amur Amur hardware
51,2021-05-01 14:45:43+00:00,1388504914834362373,"NWS Fort Worth TX issued a Flood Warning for Henderson, TX; Navarro, TX. Expiring at 03:45 AM (Local)"
52,2021-05-01 14:45:42+00:00,1388504912208740352,"Hang on San Antonio, the rain will stop at some point. Obviously no classes this weekend, we’ll be back next week.
#crazyweather #rain #rainraingoaway #golf #flooded #alotofrain #golflesson #golfinstructor #classes #golfclasses #instagolf #funny #jetski #flood #neighborhood https://t.co/gxapPQxlXJ"
53,2021-05-01 14:45:12+00:00,1388504785821650948,"“In the present day, where we are overwhelmed by floods of misinformation and conspiracy theories, it is more important than ever to have the skills to look critically at the evidence and to distinguish fact from fiction.” 
THIS is why the study of /thread https://t.co/DK5nnigKM6"
54,2021-05-01 14:45:08+00:00,1388504769128448000,"@Ovary_Buster_ Oh shit! Ok, and while we at it, let’s also discuss where Noah may have landed when the flood vanished"
55,2021-05-01 14:45:05+00:00,1388504754205065222,"#USGS08162600 - Tres Palacios Rv nr Midfield, TX
Height: 25.58ft ▲ (24ft)
Flow: 2980cfs
https://t.co/qrx6YL2UxO"
56,2021-05-01 14:45:04+00:00,1388504752443379719,"#USGS08117500 - San Bernard Rv nr Boling, TX
Height: 19.22ft ▲ (18ft)
Flow: 3810cfs
https://t.co/px214fho7E"
57,2021-05-01 14:45:04+00:00,1388504749733937152,"#USGS08038000 - Attoyac Bayou nr Chireno, TX
Height: 19.35ft ▼ (14ft)
Flow: 7780cfs
https://t.co/H6t5orhs4v"
58,2021-05-01 14:44:33+00:00,1388504622105391107,Christians flood Jerusalem's Holy Sepulchre for Holy Fire ceremony https://t.co/tjhmHvJpUK
59,2021-05-01 14:44:17+00:00,1388504555961339907,"@IbrahimElkas @toluogunlesi Just flood the markets with what they are jerking up it’s prices and see how the price will fall. 
Humans are generally greedy and naturally takes advantage of situations."
60,2021-05-01 14:44:15+00:00,1388504545987284999,How To Flood Your Website With Targeted Traffic And Build A Big List Of Ready-To-Buy Leads=&gt; https://t.co/DfG78Cnyhn https://t.co/jVsxKDQnYL
61,2021-05-01 14:44:11+00:00,1388504527721013250,@itsalwayswednes We’ll flood your timeline again on May 4th! 💛
62,2021-05-01 14:44:11+00:00,1388504526945243140,@MandMs05 @SpaceNotJohn @SpaceXMR Hit the ground a little hard as the engine was eating helium from the pressurization system.
63,2021-05-01 14:43:46+00:00,1388504425614954499,Opinion: Failure in leadership led to Nashville's Great Flood and continued flooding after - Murfreesboro Voice https://t.co/DBl3JejwD5
64,2021-05-01 14:43:42+00:00,1388504408099631109,@sarah112507 Beautiful pictures Sarah !!!
65,2021-05-01 14:43:41+00:00,1388504404974718978,Pls flood my notifs I want colours
66,2021-05-01 14:43:35+00:00,1388504377166553091,A windy weekend has prompted the local conservation authority to issue a flood watch for the Lake Erie shoreline in Chatham-Kent #ckont https://t.co/HSH0IupSb3
67,2021-05-01 14:43:26+00:00,1388504341665959936,Bicester is on fire with a Wood Sandpiper on the Graven Hill flood now! Joining the Garganey pair and 3 LRP on site. @OOSbirding @waderquest @BirdGuides @RSPBotmoor @BTO_Oxfordshire @BBOWT https://t.co/YcETv3kiPy
68,2021-05-01 14:43:18+00:00,1388504306509393921,"'It's going to be crazy:' As in-person visits return, college football coaches ready for flood of recruits https://t.co/tWVJhtb7wI via @USATODAY"
69,2021-05-01 14:43:13+00:00,1388504286116515848,"@conorhurhur I love your cock, and balls!  Gag me, and flood my mouth!"
70,2021-05-01 14:43:07+00:00,1388504261307289607,"@rosethornne @Vox_Democracy And that 25% should go to minimum wage salaries, and a special emergency fun for things like floods or fire."
71,2021-05-01 14:42:58+00:00,1388504223826984965,This is why we need to invest in flood control and drainage projects #txwater #txlege https://t.co/fUncZ1U5Va
72,2021-05-01 14:42:55+00:00,1388504209092489219,"@ceustance i completely agree with Professor Richard Evans here:  “In the present day, where we are overwhelmed by floods of misinformation and conspiracy theories, it is more important than ever to have the skills to look critically at the evidence and to distinguish fact from fiction,”"
73,2021-05-01 14:42:52+00:00,1388504199575400456,"We have released our #report on the squall month of April! 

Check it out at https://t.co/TZ6fjvpB2n

#Singapore #Malaysia #Batam #Jambi #Indonesia #Singkep #Weather #Wind #Rain #Sumatra #BMKG #Flood https://t.co/BV8BKyHPlH"
74,2021-05-01 14:42:52+00:00,1388504197016948745,"FWD extends time of Flood Warning for West Fork Trinity River near Jacksboro [TX] till May 2, 7:00 AM CDT https://t.co/oYuHekzczq https://t.co/gdG1WHtfAT"
75,2021-05-01 14:42:52+00:00,1388504196941434881,"FWD extends time of Flood Warning for West Fork Trinity River near Jacksboro [TX] till May 2, 7:00 AM CDT https://t.co/RD4UFUJeuL https://t.co/iTAlqs6hfJ"
76,2021-05-01 14:42:52+00:00,1388504196891041795,"FWD extends time of Flood Warning for West Fork Trinity River near Jacksboro [TX] till May 2, 7:00 AM CDT https://t.co/B3NCICfceT https://t.co/bNoJ9DbAru"
77,2021-05-01 14:42:52+00:00,1388504196844900353,"FWD extends time of Flood Warning for West Fork Trinity River near Jacksboro [TX] till May 2, 7:00 AM CDT https://t.co/tzd3l9qzDU https://t.co/b66i4LL1my"
78,2021-05-01 14:42:52+00:00,1388504196815613956,"FWD extends time of Flood Warning for West Fork Trinity River near Jacksboro [TX] till May 2, 7:00 AM CDT https://t.co/JpOeA8os0G https://t.co/7mKlf7jA9u"
79,2021-05-01 14:42:52+00:00,1388504196798840833,"FWD extends time of Flood Warning for West Fork Trinity River near Jacksboro [TX] till May 2, 7:00 AM CDT https://t.co/e69pClxWai https://t.co/1FsQiDNBlK"
80,2021-05-01 14:42:48+00:00,1388504179308580864,"FWD extends time of Flood Warning for Trinity River at Trinidad [TX] till May 4, 7:00 PM CDT https://t.co/R2PkdAWX2e https://t.co/JNwY5a8ybn"
81,2021-05-01 14:42:48+00:00,1388504179262455811,"FWD extends time of Flood Warning for Trinity River at Trinidad [TX] till May 4, 7:00 PM CDT https://t.co/dMsExzdxvh https://t.co/GKTxfNaHQ1"
82,2021-05-01 14:42:48+00:00,1388504179228889089,"FWD extends time of Flood Warning for Trinity River at Trinidad [TX] till May 4, 7:00 PM CDT https://t.co/K9iH52fiOg https://t.co/EFybiSQCcl"
83,2021-05-01 14:42:48+00:00,1388504178931109894,"FWD extends time of Flood Warning for Trinity River at Trinidad [TX] till May 4, 7:00 PM CDT https://t.co/ScPcj3Emq2 https://t.co/wLRL3f9C2B"
84,2021-05-01 14:42:46+00:00,1388504174027886600,"FWD extends time of Flood Warning for Trinity River at Trinidad [TX] till May 4, 7:00 PM CDT https://t.co/eLg9OMwLwr https://t.co/AsrMRA1Ndh"
85,2021-05-01 14:42:46+00:00,1388504173788884995,"FWD extends time of Flood Warning for Chambers Creek near Rice [TX] till May 2, 1:54 PM CDT https://t.co/BHJIlDG3Ad https://t.co/DeuR0rzrp4"
86,2021-05-01 14:42:46+00:00,1388504173562327051,"FWD extends time of Flood Warning for Chambers Creek near Rice [TX] till May 2, 1:54 PM CDT https://t.co/PDYRXvxQc7 https://t.co/SHMQj2BKlA"
87,2021-05-01 14:42:46+00:00,1388504173335891975,"FWD extends time of Flood Warning for Chambers Creek near Rice [TX] till May 2, 1:54 PM CDT https://t.co/YqMPgS44FE https://t.co/MCBgXYh5UK"
88,2021-05-01 14:42:46+00:00,1388504173289738245,"FWD extends time of Flood Warning for Trinity River at Trinidad [TX] till May 4, 7:00 PM CDT https://t.co/GVBYm5xi4L https://t.co/hL0GyRew9X"
89,2021-05-01 14:42:46+00:00,1388504173176520705,"FWD extends time of Flood Warning for Chambers Creek near Rice [TX] till May 2, 1:54 PM CDT https://t.co/6UImWlPLNF https://t.co/FQpRRi8Uua"
90,2021-05-01 14:42:46+00:00,1388504173096804356,"FWD extends time of Flood Warning for Chambers Creek near Rice [TX] till May 2, 1:54 PM CDT https://t.co/fhv7SY0Dok https://t.co/ttgA8Ev09d"
91,2021-05-01 14:42:46+00:00,1388504173096800261,"FWD extends time of Flood Warning for Chambers Creek near Rice [TX] till May 2, 1:54 PM CDT https://t.co/5Y3EtJGj59 https://t.co/gopahKNi3p"
92,2021-05-01 14:42:24+00:00,1388504081874833409,FUCK FUCK FUCK FUCK I FORGOT ABOUT THE EBG ON MONDAY I NEED TO FLOOD JUNHUI CONTENT RN
93,2021-05-01 14:42:21+00:00,1388504068952264704,"@Ryantwink1 Me!  I love every inch of your cock, balls, ass, and hole!  Flood my mouth with your hot, thick, creamy cum!"
94,2021-05-01 14:42:14+00:00,1388504038166212610,"@MereWasThere I knowww!  I was down there for a spell in the early 90s, and for a farewell event at Duke they did just that.  I was in FLOODS of tears... 😅"
95,2021-05-01 14:42:04+00:00,1388503997598748685,Delayed census data kicks off flood of redistricting lawsuits - POLITICO https://t.co/ZAyLN5qWMS
96,2021-05-01 14:42:01+00:00,1388503981962432512,"@MommaUnfiltered The Ozarks is beautiful countryside. Below the plateau is flat, rice and cotton fields that flood. The people are poor in both places. More churches than liquor stores, if you know what I mean."
97,2021-05-01 14:41:59+00:00,1388503973917822977,@__LaBad No regularly!!! We flood and have hurricanes. We below sea level 😭😭😭
98,2021-05-01 14:41:58+00:00,1388503970998521862,Flood👇🏻 https://t.co/PjLejaeW9K
99,2021-05-01 14:41:41+00:00,1388503899083059204,"I will be honest, what San Antonio considers a flash flood is hilarious"
100,2021-05-01 14:41:40+00:00,1388503894066597891,@AprilJFaith Happy Caturday to you April. https://t.co/jvjZCBkMXQ
